ID_Compte,ID_Client,Type_Compte,Solde,Date_Ouverture,Statut
5163,1108,Epargne,156046,2024-01-15,Bloqué
5164,1109,Epargne,3439454,2024-01-15,Actif
5165,1110,Courant,2871992,2024-01-15,Bloqué
5166,1111,Epargne,1685328,2024-01-15,Bloqué
5167,1111,Epargne,3944340,2024-01-15,Actif
5168,1112,Epargne,2625206,2024-01-15,Actif
5169,1112,Epargne,324828,2024-01-15,Actif
5170,1113,Epargne,867400,2024-01-15,Actif
5171,1114,Courant,4579759,2024-01-15,Actif
5172,1115,Epargne,3825991,2024-01-15,Actif
5173,1115,Epargne,1497293,2024-01-15,Actif
5174,1116,Epargne,194882,2024-01-15,Actif
5175,1116,Epargne,4917760,2024-01-15,Bloqué
5176,1117,Courant,1751840,2024-01-15,Actif
5177,1117,Epargne,474822,2024-01-15,Actif
5178,1118,Epargne,2684559,2024-01-15,Actif
5179,1119,Courant,2150779,2024-01-15,Bloqué
5180,1119,Epargne,4957754,2024-01-15,Bloqué
5181,1120,Courant,2868603,2024-01-15,Bloqué
5182,1120,Epargne,1397265,2024-01-15,Bloqué
5183,1121,Courant,2577192,2024-01-15,Actif
5184,1122,Epargne,931038,2024-01-15,Actif
5185,1123,Courant,4235109,2024-01-15,Bloqué
5186,1123,Epargne,4953182,2024-01-15,Actif
5187,1124,Epargne,1508214,2024-01-15,Bloqué
5188,1124,Courant,4604944,2024-01-15,Actif
5189,1125,Epargne,1126892,2024-01-15,Actif
5190,1125,Epargne,3733270,2024-01-15,Actif
5191,1126,Courant,4015194,2024-01-15,Actif
5192,1126,Courant,3170757,2024-01-15,Bloqué
5193,1127,Epargne,3436560,2024-01-15,Bloqué
5194,1127,Epargne,1353023,2024-01-15,Actif
5195,1128,Courant,2400227,2024-01-15,Actif
5196,1129,Courant,4459787,2024-01-15,Bloqué
5197,1129,Courant,3786289,2024-01-15,Bloqué
5198,1130,Courant,2197215,2024-01-15,Bloqué
5199,1131,Epargne,4533143,2024-01-15,Actif
5200,1132,Courant,2026445,2024-01-15,Bloqué
5201,1132,Courant,3722628,2024-01-15,Bloqué
5202,1133,Courant,3633185,2024-01-15,Actif
5203,1133,Courant,1710585,2024-01-15,Bloqué
5204,1134,Courant,1117987,2024-01-15,Actif
5205,1134,Courant,447929,2024-01-15,Bloqué
5206,1135,Courant,2665003,2024-01-15,Bloqué
5207,1135,Epargne,4754454,2024-01-15,Bloqué
5208,1136,Courant,3402719,2024-01-15,Actif
5209,1137,Courant,1063091,2024-01-15,Actif
5210,1137,Courant,2651943,2024-01-15,Actif
5211,1138,Epargne,1142622,2024-01-15,Bloqué
5212,1138,Epargne,3097173,2024-01-15,Bloqué
5213,1139,Courant,3329357,2024-01-15,Bloqué
5214,1140,Epargne,4044013,2024-01-15,Bloqué
5215,1140,Courant,731328,2024-01-15,Bloqué
5216,1141,Courant,4433077,2024-01-15,Bloqué
5217,1141,Courant,3554107,2024-01-15,Actif
5218,1142,Epargne,2658389,2024-01-15,Bloqué
5219,1142,Epargne,4541173,2024-01-15,Actif
5220,1143,Epargne,356086,2024-01-15,Actif
5221,1143,Courant,3805251,2024-01-15,Actif
5222,1144,Courant,3651774,2024-01-15,Bloqué
5223,1145,Epargne,1647168,2024-01-15,Actif
5224,1146,Courant,2248641,2024-01-15,Actif
5225,1146,Epargne,2050417,2024-01-15,Actif
5226,1147,Courant,384423,2024-01-15,Bloqué
5227,1147,Epargne,1914140,2024-01-15,Bloqué
5228,1148,Courant,-40888,2024-01-15,Actif
5229,1149,Courant,1063166,2024-01-15,Actif
5230,1149,Epargne,27904,2024-01-15,Actif
5231,1150,Courant,3492626,2024-01-15,Actif
5232,1150,Epargne,544150,2024-01-15,Actif
5233,1151,Courant,809221,2024-01-15,Actif
5234,1151,Epargne,3033330,2024-01-15,Bloqué
5235,1152,Epargne,1066911,2024-01-15,Actif
5236,1153,Courant,1326709,2024-01-15,Bloqué
5237,1154,Courant,1219818,2024-01-15,Bloqué
5238,1154,Epargne,1772380,2024-01-15,Actif
5239,1155,Courant,983117,2024-01-15,Bloqué
5240,1156,Epargne,2588247,2024-01-15,Actif
5241,1156,Courant,2273373,2024-01-15,Actif
5242,1157,Epargne,175019,2024-01-15,Bloqué
5243,1158,Courant,3236245,2024-01-15,Bloqué
5244,1159,Courant,4101419,2024-01-15,Bloqué
5245,1160,Courant,4140802,2024-01-15,Actif
5246,1161,Epargne,2604765,2024-01-15,Actif
5247,1162,Epargne,3015301,2024-01-15,Actif
5248,1162,Epargne,562299,2024-01-15,Actif
5249,1163,Courant,2149369,2024-01-15,Actif
5250,1164,Courant,3288456,2024-01-15,Bloqué
5251,1165,Epargne,3324547,2024-01-15,Actif
5252,1165,Courant,2277568,2024-01-15,Actif
5253,1166,Courant,4239134,2024-01-15,Actif
5254,1166,Courant,4449566,2024-01-15,Bloqué
5255,1167,Courant,2551890,2024-01-15,Bloqué
5256,1167,Courant,435750,2024-01-15,Actif
5257,1168,Epargne,922965,2024-01-15,Bloqué
5258,1169,Epargne,1423424,2024-01-15,Actif
5259,1170,Courant,45215,2024-01-15,Actif
5260,1171,Epargne,4337286,2024-01-15,Bloqué
5261,1171,Courant,3069466,2024-01-15,Actif
5262,1172,Courant,196258,2024-01-15,Bloqué
5263,1172,Epargne,2231538,2024-01-15,Actif
5264,1173,Courant,4111987,2024-01-15,Bloqué
5265,1173,Epargne,415056,2024-01-15,Bloqué
5266,1174,Epargne,1269611,2024-01-15,Bloqué
5267,1175,Courant,1865995,2024-01-15,Actif
5268,1176,Courant,2001446,2024-01-15,Actif
5269,1177,Epargne,3162664,2024-01-15,Actif
5270,1177,Courant,246651,2024-01-15,Bloqué
5271,1178,Epargne,2032582,2024-01-15,Bloqué
5272,1179,Epargne,603364,2024-01-15,Bloqué
5273,1179,Courant,4161424,2024-01-15,Actif
5274,1180,Courant,4276626,2024-01-15,Actif
5275,1181,Courant,3851492,2024-01-15,Bloqué
5276,1181,Epargne,2695599,2024-01-15,Actif
5277,1182,Courant,3044719,2024-01-15,Actif
5278,1182,Epargne,4679553,2024-01-15,Bloqué
5279,1183,Epargne,3039303,2024-01-15,Bloqué
5280,1184,Courant,1213042,2024-01-15,Actif
5281,1185,Courant,1904526,2024-01-15,Bloqué
5282,1185,Courant,2760329,2024-01-15,Actif
5283,1186,Epargne,821987,2024-01-15,Actif
5284,1186,Courant,3471670,2024-01-15,Bloqué
5285,1187,Courant,2297344,2024-01-15,Actif
5286,1188,Courant,4310056,2024-01-15,Bloqué
5287,1189,Epargne,662213,2024-01-15,Actif
5288,1189,Courant,3258058,2024-01-15,Actif
5289,1190,Epargne,1046460,2024-01-15,Actif
5290,1191,Epargne,2592486,2024-01-15,Bloqué
5291,1191,Epargne,2618061,2024-01-15,Bloqué
5292,1192,Courant,576523,2024-01-15,Actif
5293,1192,Courant,4854886,2024-01-15,Actif
5294,1193,Courant,1328877,2024-01-15,Bloqué
5295,1194,Epargne,3360074,2024-01-15,Actif
5296,1194,Epargne,1691778,2024-01-15,Bloqué
5297,1195,Epargne,2173047,2024-01-15,Actif
5298,1195,Courant,1272173,2024-01-15,Bloqué
5299,1196,Courant,2699732,2024-01-15,Actif
5300,1197,Courant,2934186,2024-01-15,Bloqué
5301,1198,Epargne,2132437,2024-01-15,Actif
5302,1199,Epargne,3743338,2024-01-15,Actif
5303,1200,Epargne,804860,2024-01-15,Actif
5304,1201,Courant,467318,2024-01-15,Actif
5305,1202,Courant,3310323,2024-01-15,Bloqué
5306,1203,Epargne,579038,2024-01-15,Actif
5307,1204,Courant,3669771,2024-01-15,Actif
5308,1205,Epargne,977836,2024-01-15,Actif
5309,1206,Courant,1359195,2024-01-15,Bloqué
5310,1206,Epargne,4111809,2024-01-15,Actif
5311,1207,Epargne,1399611,2024-01-15,Bloqué
5312,1207,Courant,1519937,2024-01-15,Bloqué
5313,1208,Epargne,1196810,2024-01-15,Actif
5314,1208,Courant,2425521,2024-01-15,Bloqué
5315,1209,Epargne,461529,2024-01-15,Actif
5316,1209,Epargne,3162965,2024-01-15,Actif
5317,1210,Courant,4360848,2024-01-15,Actif
5318,1210,Courant,3158626,2024-01-15,Bloqué
5319,1211,Epargne,2835967,2024-01-15,Bloqué
5320,1211,Epargne,2218578,2024-01-15,Actif
5321,1212,Epargne,4958975,2024-01-15,Actif
5322,1213,Epargne,441498,2024-01-15,Bloqué
5323,1214,Courant,1289029,2024-01-15,Actif
5324,1214,Courant,1972936,2024-01-15,Bloqué
5325,1215,Courant,4779255,2024-01-15,Bloqué
5326,1216,Courant,1427236,2024-01-15,Actif
5327,1216,Epargne,2959691,2024-01-15,Actif
5328,1217,Courant,4673699,2024-01-15,Actif
5329,1217,Epargne,4497670,2024-01-15,Bloqué
5330,1218,Epargne,268462,2024-01-15,Actif
5331,1219,Courant,4997113,2024-01-15,Actif
5332,1220,Epargne,-44267,2024-01-15,Bloqué
5333,1221,Courant,2808494,2024-01-15,Actif
5334,1222,Courant,133818,2024-01-15,Actif
5335,1222,Courant,880469,2024-01-15,Bloqué
5336,1223,Epargne,3268496,2024-01-15,Actif
5337,1224,Epargne,2656191,2024-01-15,Actif
5338,1224,Courant,3614717,2024-01-15,Bloqué
5339,1225,Courant,4664207,2024-01-15,Bloqué
5340,1225,Courant,4890471,2024-01-15,Actif
5341,1226,Epargne,2420589,2024-01-15,Actif
5342,1226,Courant,-34919,2024-01-15,Bloqué
5343,1227,Courant,2619396,2024-01-15,Actif
5344,1228,Epargne,1129802,2024-01-15,Bloqué
5345,1229,Courant,2859254,2024-01-15,Bloqué
5346,1230,Courant,2766470,2024-01-15,Bloqué
5347,1231,Epargne,1708959,2024-01-15,Actif
5348,1232,Epargne,2103002,2024-01-15,Actif
5349,1233,Courant,3187475,2024-01-15,Bloqué
5350,1234,Courant,3423044,2024-01-15,Bloqué
5351,1234,Epargne,2896340,2024-01-15,Bloqué
5352,1235,Epargne,4799080,2024-01-15,Actif
5353,1236,Epargne,568319,2024-01-15,Actif
5354,1237,Courant,2623591,2024-01-15,Bloqué
5355,1237,Courant,572438,2024-01-15,Bloqué
5356,1238,Epargne,1299764,2024-01-15,Actif
5357,1239,Epargne,4933089,2024-01-15,Bloqué
5358,1240,Epargne,1334096,2024-01-15,Bloqué
5359,1241,Courant,799412,2024-01-15,Bloqué
5360,1242,Courant,3383288,2024-01-15,Bloqué
5361,1243,Epargne,1942699,2024-01-15,Actif
5362,1243,Courant,3245902,2024-01-15,Bloqué
5363,1244,Courant,2976852,2024-01-15,Actif
5364,1245,Courant,2420859,2024-01-15,Bloqué
5365,1245,Courant,763585,2024-01-15,Actif
5366,1246,Courant,2397891,2024-01-15,Actif
5367,1247,Courant,2536655,2024-01-15,Bloqué
5368,1247,Epargne,4052841,2024-01-15,Bloqué
5369,1248,Epargne,1500896,2024-01-15,Bloqué
5370,1249,Epargne,1515171,2024-01-15,Bloqué
5371,1249,Courant,2158686,2024-01-15,Bloqué
5372,1250,Epargne,1847857,2024-01-15,Bloqué
5373,1250,Courant,1217775,2024-01-15,Actif
5374,1251,Epargne,4492003,2024-01-15,Bloqué
5375,1252,Courant,3197281,2024-01-15,Bloqué
5376,1253,Courant,3945177,2024-01-15,Bloqué
5377,1253,Courant,3261859,2024-01-15,Actif
5378,1254,Courant,3716818,2024-01-15,Actif
5379,1255,Courant,1566703,2024-01-15,Actif
5380,1256,Epargne,607402,2024-01-15,Bloqué
5381,1257,Courant,4941621,2024-01-15,Bloqué
5382,1258,Courant,680039,2024-01-15,Bloqué
5383,1258,Epargne,4580966,2024-01-15,Bloqué
5384,1259,Epargne,53715,2024-01-15,Bloqué
5385,1259,Courant,3426594,2024-01-15,Actif
5386,1260,Courant,836129,2024-01-15,Actif
5387,1261,Epargne,3396795,2024-01-15,Bloqué
5388,1261,Epargne,4023380,2024-01-15,Bloqué
5389,1262,Courant,2260341,2024-01-15,Bloqué
5390,1263,Epargne,275331,2024-01-15,Bloqué
5391,1264,Courant,363482,2024-01-15,Bloqué
5392,1264,Epargne,3074259,2024-01-15,Actif
5393,1265,Epargne,2558431,2024-01-15,Bloqué
5394,1265,Epargne,773907,2024-01-15,Actif
5395,1266,Epargne,3667081,2024-01-15,Bloqué
5396,1267,Epargne,698992,2024-01-15,Actif
5397,1267,Epargne,1723272,2024-01-15,Bloqué
5398,1268,Epargne,421488,2024-01-15,Actif
5399,1268,Courant,2559889,2024-01-15,Bloqué
5400,1269,Courant,1407414,2024-01-15,Actif
5401,1270,Courant,2042876,2024-01-15,Actif
5402,1271,Courant,2973045,2024-01-15,Actif
5403,1271,Epargne,3039959,2024-01-15,Bloqué
5404,1272,Courant,206382,2024-01-15,Actif
5405,1272,Epargne,4050240,2024-01-15,Bloqué
5406,1273,Epargne,4873108,2024-01-15,Bloqué
5407,1274,Courant,2119796,2024-01-15,Actif
5408,1274,Epargne,180271,2024-01-15,Bloqué
5409,1275,Courant,4750448,2024-01-15,Actif
5410,1276,Courant,1684185,2024-01-15,Bloqué
5411,1277,Courant,24641,2024-01-15,Bloqué
5412,1277,Courant,1402912,2024-01-15,Actif
5413,1278,Epargne,2512381,2024-01-15,Bloqué
5414,1279,Epargne,2875184,2024-01-15,Bloqué
5415,1279,Epargne,1780470,2024-01-15,Bloqué
5416,1280,Epargne,4853033,2024-01-15,Actif
5417,1280,Courant,4240888,2024-01-15,Bloqué
5418,1281,Epargne,856846,2024-01-15,Bloqué
5419,1281,Courant,2770951,2024-01-15,Bloqué
5420,1282,Epargne,2140659,2024-01-15,Bloqué
5421,1282,Courant,1207698,2024-01-15,Actif
5422,1283,Epargne,2630879,2024-01-15,Actif
5423,1284,Epargne,2429711,2024-01-15,Bloqué
5424,1285,Epargne,3207086,2024-01-15,Actif
5425,1285,Courant,2828693,2024-01-15,Actif
5426,1286,Epargne,4205665,2024-01-15,Bloqué
5427,1286,Courant,4632924,2024-01-15,Actif
5428,1287,Courant,3899196,2024-01-15,Actif
5429,1287,Epargne,4639497,2024-01-15,Actif
5430,1288,Courant,1814397,2024-01-15,Bloqué
5431,1288,Courant,2526017,2024-01-15,Bloqué
5432,1289,Epargne,2135729,2024-01-15,Bloqué
5433,1289,Epargne,938022,2024-01-15,Bloqué
5434,1290,Courant,3911265,2024-01-15,Actif
5435,1291,Epargne,4394607,2024-01-15,Bloqué
5436,1292,Courant,1214821,2024-01-15,Actif
5437,1292,Courant,2824523,2024-01-15,Bloqué
5438,1293,Courant,2604016,2024-01-15,Actif
5439,1293,Courant,4040124,2024-01-15,Bloqué
5440,1294,Epargne,436653,2024-01-15,Actif
5441,1295,Epargne,1706426,2024-01-15,Actif
5442,1295,Courant,4056870,2024-01-15,Actif
5443,1296,Epargne,3552149,2024-01-15,Bloqué
5444,1297,Epargne,3165491,2024-01-15,Actif
5445,1297,Courant,4427693,2024-01-15,Actif
5446,1298,Courant,2652919,2024-01-15,Actif
5447,1298,Courant,-15407,2024-01-15,Actif
5448,1299,Epargne,2568019,2024-01-15,Actif
5449,1300,Epargne,4172292,2024-01-15,Bloqué
